0		nsubj(know_VB_4_11, I_PRP_1_2); aux(know_VB_4_11, do_VBP_2_4); neg(know_VB_4_11, n't_RB_3_7); ccomp(know_VB_4_11, means_VBZ_7_24); punct(know_VB_4_11, ,_,_12_48); cc(know_VB_4_11, but_CC_13_50); conj(know_VB_4_11, appears_VBZ_20_78); dobj(means_VBZ_7_24, what_WP_5_16); nsubj(means_VBZ_7_24, it_PRP_6_21); prep(means_VBZ_7_24, over_IN_8_30); pobj(over_IN_8_30, run_NN_11_44); det(run_NN_11_44, the_DT_9_35); amod(run_NN_11_44, long_JJ_10_39); pobj(for_IN_14_54, term_NN_17_68); det(term_NN_17_68, the_DT_15_58); amod(term_NN_17_68, short_JJ_16_62); prep(appears_VBZ_20_78, for_IN_14_54); punct(appears_VBZ_20_78, ,_,_18_73); nsubj(appears_VBZ_20_78, it_PRP_19_75); ccomp(appears_VBZ_20_78, grateful_JJ_25_110); amod(producers_NNS_23_96, gold_JJ_22_91); complm(grateful_JJ_25_110, that_IN_21_86); nsubj(grateful_JJ_25_110, producers_NNS_23_96); cop(grateful_JJ_25_110, are_VBP_24_106); prep(grateful_JJ_25_110, for_IN_26_119); pobj(for_IN_26_119, $_$_28_127); dep($_$_28_127, the_DT_27_123); num($_$_28_127, 10_CD_29_129); num($_$_28_127, so_RB_31_135); rcmod($_$_28_127, risen_VBN_35_152); cc(so_RB_31_135, or_CC_30_132); dobj(risen_VBN_35_152, that_IN_32_138); nsubj(risen_VBN_35_152, gold_NN_33_143); aux(risen_VBN_35_152, has_VBZ_34_148); prep(risen_VBN_35_152, over_IN_36_158); pobj(over_IN_36_158, week_NN_39_172); det(week_NN_39_172, the_DT_37_163); amod(week_NN_39_172, past_JJ_38_167); num(week_NN_39_172, so_RB_41_180); cc(so_RB_41_180, or_CC_40_177); punct(said_VBD_45_190, "_``_0_0); ccomp(said_VBD_45_190, know_VB_4_11); punct(said_VBD_45_190, ,_,_42_183); punct(said_VBD_45_190, "_''_43_185); nsubj(said_VBD_45_190, he_PRP_44_187); punct(said_VBD_45_190, ._._46_195)	Template	{rel} {prep}	{arg1} <nsubj< {rel:postag=VBZ} >{prep:regex=prep_(.*)}> {arg2}	0.2444	it ;;; it_PRP_19_75	appears for ;;; appears_VBZ_20_78	the short term ;;; the_DT_15_58; short_JJ_16_62; term_NN_17_68	0.24440	None	None
0		nsubj(know_VB_4_11, I_PRP_1_2); aux(know_VB_4_11, do_VBP_2_4); neg(know_VB_4_11, n't_RB_3_7); ccomp(know_VB_4_11, means_VBZ_7_24); punct(know_VB_4_11, ,_,_12_48); cc(know_VB_4_11, but_CC_13_50); conj(know_VB_4_11, appears_VBZ_20_78); dobj(means_VBZ_7_24, what_WP_5_16); nsubj(means_VBZ_7_24, it_PRP_6_21); prep(means_VBZ_7_24, over_IN_8_30); pobj(over_IN_8_30, run_NN_11_44); det(run_NN_11_44, the_DT_9_35); amod(run_NN_11_44, long_JJ_10_39); pobj(for_IN_14_54, term_NN_17_68); det(term_NN_17_68, the_DT_15_58); amod(term_NN_17_68, short_JJ_16_62); prep(appears_VBZ_20_78, for_IN_14_54); punct(appears_VBZ_20_78, ,_,_18_73); nsubj(appears_VBZ_20_78, it_PRP_19_75); ccomp(appears_VBZ_20_78, grateful_JJ_25_110); amod(producers_NNS_23_96, gold_JJ_22_91); complm(grateful_JJ_25_110, that_IN_21_86); nsubj(grateful_JJ_25_110, producers_NNS_23_96); cop(grateful_JJ_25_110, are_VBP_24_106); prep(grateful_JJ_25_110, for_IN_26_119); pobj(for_IN_26_119, $_$_28_127); dep($_$_28_127, the_DT_27_123); num($_$_28_127, 10_CD_29_129); num($_$_28_127, so_RB_31_135); rcmod($_$_28_127, risen_VBN_35_152); cc(so_RB_31_135, or_CC_30_132); dobj(risen_VBN_35_152, that_IN_32_138); nsubj(risen_VBN_35_152, gold_NN_33_143); aux(risen_VBN_35_152, has_VBZ_34_148); prep(risen_VBN_35_152, over_IN_36_158); pobj(over_IN_36_158, week_NN_39_172); det(week_NN_39_172, the_DT_37_163); amod(week_NN_39_172, past_JJ_38_167); num(week_NN_39_172, so_RB_41_180); cc(so_RB_41_180, or_CC_40_177); punct(said_VBD_45_190, "_``_0_0); ccomp(said_VBD_45_190, know_VB_4_11); punct(said_VBD_45_190, ,_,_42_183); punct(said_VBD_45_190, "_''_43_185); nsubj(said_VBD_45_190, he_PRP_44_187); punct(said_VBD_45_190, ._._46_195)	Template	{rel} {prep}	{arg1} <nsubj< {rel:postag=VBZ} >{prep:regex=prep_(.*)}> {arg2}	0.2444	it ;;; it_PRP_6_21	means over ;;; means_VBZ_7_24	the long run ;;; the_DT_9_35; long_JJ_10_39; run_NN_11_44	0.24440	None	None
1		nsubj(know_VB_4_11, I_PRP_1_2); aux(know_VB_4_11, do_VBP_2_4); neg(know_VB_4_11, n't_RB_3_7); ccomp(know_VB_4_11, means_VBZ_7_24); punct(know_VB_4_11, ,_,_12_48); cc(know_VB_4_11, but_CC_13_50); conj(know_VB_4_11, appears_VBZ_20_78); dobj(means_VBZ_7_24, what_WP_5_16); nsubj(means_VBZ_7_24, it_PRP_6_21); prep(means_VBZ_7_24, over_IN_8_30); pobj(over_IN_8_30, run_NN_11_44); det(run_NN_11_44, the_DT_9_35); amod(run_NN_11_44, long_JJ_10_39); pobj(for_IN_14_54, term_NN_17_68); det(term_NN_17_68, the_DT_15_58); amod(term_NN_17_68, short_JJ_16_62); prep(appears_VBZ_20_78, for_IN_14_54); punct(appears_VBZ_20_78, ,_,_18_73); nsubj(appears_VBZ_20_78, it_PRP_19_75); ccomp(appears_VBZ_20_78, grateful_JJ_25_110); amod(producers_NNS_23_96, gold_JJ_22_91); complm(grateful_JJ_25_110, that_IN_21_86); nsubj(grateful_JJ_25_110, producers_NNS_23_96); cop(grateful_JJ_25_110, are_VBP_24_106); prep(grateful_JJ_25_110, for_IN_26_119); pobj(for_IN_26_119, $_$_28_127); dep($_$_28_127, the_DT_27_123); num($_$_28_127, 10_CD_29_129); num($_$_28_127, so_RB_31_135); rcmod($_$_28_127, risen_VBN_35_152); cc(so_RB_31_135, or_CC_30_132); dobj(risen_VBN_35_152, that_IN_32_138); nsubj(risen_VBN_35_152, gold_NN_33_143); aux(risen_VBN_35_152, has_VBZ_34_148); prep(risen_VBN_35_152, over_IN_36_158); pobj(over_IN_36_158, week_NN_39_172); det(week_NN_39_172, the_DT_37_163); amod(week_NN_39_172, past_JJ_38_167); num(week_NN_39_172, so_RB_41_180); cc(so_RB_41_180, or_CC_40_177); punct(said_VBD_45_190, "_``_0_0); ccomp(said_VBD_45_190, know_VB_4_11); punct(said_VBD_45_190, ,_,_42_183); punct(said_VBD_45_190, "_''_43_185); nsubj(said_VBD_45_190, he_PRP_44_187); punct(said_VBD_45_190, ._._46_195)	Template	{rel} {prep}	{arg1} <nsubj< {rel:postag=VBN} >{prep:regex=prep_(.*)}> {arg2}	0.0444	gold ;;; gold_NN_33_143	that has risen over ;;; that_IN_32_138; has_VBZ_34_148; risen_VBN_35_152	the past week or so ;;; the_DT_37_163; past_JJ_38_167; week_NN_39_172; or_CC_40_177; so_RB_41_180	0.04440	None	None
0		nsubj(know_VB_4_11, I_PRP_1_2); aux(know_VB_4_11, do_VBP_2_4); neg(know_VB_4_11, n't_RB_3_7); ccomp(know_VB_4_11, means_VBZ_7_24); punct(know_VB_4_11, ,_,_12_48); cc(know_VB_4_11, but_CC_13_50); conj(know_VB_4_11, appears_VBZ_20_78); dobj(means_VBZ_7_24, what_WP_5_16); nsubj(means_VBZ_7_24, it_PRP_6_21); prep(means_VBZ_7_24, over_IN_8_30); pobj(over_IN_8_30, run_NN_11_44); det(run_NN_11_44, the_DT_9_35); amod(run_NN_11_44, long_JJ_10_39); pobj(for_IN_14_54, term_NN_17_68); det(term_NN_17_68, the_DT_15_58); amod(term_NN_17_68, short_JJ_16_62); prep(appears_VBZ_20_78, for_IN_14_54); punct(appears_VBZ_20_78, ,_,_18_73); nsubj(appears_VBZ_20_78, it_PRP_19_75); ccomp(appears_VBZ_20_78, grateful_JJ_25_110); amod(producers_NNS_23_96, gold_JJ_22_91); complm(grateful_JJ_25_110, that_IN_21_86); nsubj(grateful_JJ_25_110, producers_NNS_23_96); cop(grateful_JJ_25_110, are_VBP_24_106); prep(grateful_JJ_25_110, for_IN_26_119); pobj(for_IN_26_119, $_$_28_127); dep($_$_28_127, the_DT_27_123); num($_$_28_127, 10_CD_29_129); num($_$_28_127, so_RB_31_135); rcmod($_$_28_127, risen_VBN_35_152); cc(so_RB_31_135, or_CC_30_132); dobj(risen_VBN_35_152, that_IN_32_138); nsubj(risen_VBN_35_152, gold_NN_33_143); aux(risen_VBN_35_152, has_VBZ_34_148); prep(risen_VBN_35_152, over_IN_36_158); pobj(over_IN_36_158, week_NN_39_172); det(week_NN_39_172, the_DT_37_163); amod(week_NN_39_172, past_JJ_38_167); num(week_NN_39_172, so_RB_41_180); cc(so_RB_41_180, or_CC_40_177); punct(said_VBD_45_190, "_``_0_0); ccomp(said_VBD_45_190, know_VB_4_11); punct(said_VBD_45_190, ,_,_42_183); punct(said_VBD_45_190, "_''_43_185); nsubj(said_VBD_45_190, he_PRP_44_187); punct(said_VBD_45_190, ._._46_195)	Template	{rel} of	{arg1} <nsubj< {rel:postag=VBD} >ccomp> {slot0:postag=VB:regex=abide|accept|apologize|appoint|attend|be|betray|bring|cease|come|consider|continue|convict|count|damage|damn|decide|deliver|die|disarm|discuss|do|emerge|end|face|fit|get|give|go|guide|have|head|help|hold|issue|judge|know|lead|learn|leave|let|like|live|lose|make|meet|miss|need|place|play|pose|provide|pursue|put|receive|reign|remain|remind|return|review|say|see|sign|sit|speak|spend|stand|start|stay|stop|support|take|talk|teach|tell|try|turn|understand|veto|wait|want|win|withdraw} >nsubj> {arg2}	0.006	he ;;; he_PRP_44_187	said of ;;; said_VBD_45_190	I ;;; I_PRP_1_2	0.00600	None	None
1		det(obligation_NN_2_6, The_DT_1_2); nsubj(unwarranted_JJ_5_28, obligation_NN_2_6); cop(unwarranted_JJ_5_28, is_VBZ_3_17); advmod(unwarranted_JJ_5_28, totally_RB_4_20); det(statement_NN_9_48, the_DT_8_44); punct(said_VBD_10_58, "_``_0_0); ccomp(said_VBD_10_58, unwarranted_JJ_5_28); punct(said_VBD_10_58, ,_,_6_40); punct(said_VBD_10_58, "_''_7_42); nsubj(said_VBD_10_58, statement_NN_9_48); punct(said_VBD_10_58, ._._11_63)	Template	{rel}	{arg1} <nsubj< {arg2} >cop> {rel:postag=VBZ}	0.0084	The obligation ;;; The_DT_1_2; obligation_NN_2_6	is totally ;;; is_VBZ_3_17; totally_RB_4_20	unwarranted ;;; unwarranted_JJ_5_28	0.00840	None	None
1		nn(Motel_NNP_2_9, Tivoli_NNP_1_2); punct(read_VBP_6_21, "_``_0_0); nsubj(read_VBP_6_21, Motel_NNP_2_9); punct(read_VBP_6_21, ,_,_3_15); punct(read_VBP_6_21, "_''_4_17); nsubj(read_VBP_6_21, I_PRP_5_19); dobj(read_VBP_6_21, sign_NN_8_28); prep(read_VBP_6_21, in_IN_9_33); advcl(read_VBP_6_21, whoosh_VBP_18_78); punct(read_VBP_6_21, ._._20_93); det(sign_NN_8_28, a_DT_7_26); pobj(in_IN_9_33, pronunciation_NN_12_46); det(pronunciation_NN_12_46, the_DT_10_36); amod(pronunciation_NN_12_46, usual_JJ_11_40); prep(pronunciation_NN_12_46, of_IN_13_60); pobj(of_IN_13_60, name_NN_15_67); det(name_NN_15_67, the_DT_14_63); mark(whoosh_VBP_18_78, as_IN_16_72); nsubj(whoosh_VBP_18_78, we_PRP_17_75); prt(whoosh_VBP_18_78, through_IN_19_85)	Template	{rel}	{arg1} <nsubj< {rel:postag=VBP} >dobj> {arg2}	0.0416	I ;;; I_PRP_5_19	read ;;; read_VBP_6_21	a sign ;;; a_DT_7_26; sign_NN_8_28	0.04160	as_we whoosh through_16_19	None
1		nn(Motel_NNP_2_9, Tivoli_NNP_1_2); punct(read_VBP_6_21, "_``_0_0); nsubj(read_VBP_6_21, Motel_NNP_2_9); punct(read_VBP_6_21, ,_,_3_15); punct(read_VBP_6_21, "_''_4_17); nsubj(read_VBP_6_21, I_PRP_5_19); dobj(read_VBP_6_21, sign_NN_8_28); prep(read_VBP_6_21, in_IN_9_33); advcl(read_VBP_6_21, whoosh_VBP_18_78); punct(read_VBP_6_21, ._._20_93); det(sign_NN_8_28, a_DT_7_26); pobj(in_IN_9_33, pronunciation_NN_12_46); det(pronunciation_NN_12_46, the_DT_10_36); amod(pronunciation_NN_12_46, usual_JJ_11_40); prep(pronunciation_NN_12_46, of_IN_13_60); pobj(of_IN_13_60, name_NN_15_67); det(name_NN_15_67, the_DT_14_63); mark(whoosh_VBP_18_78, as_IN_16_72); nsubj(whoosh_VBP_18_78, we_PRP_17_75); prt(whoosh_VBP_18_78, through_IN_19_85)	Template	{rel}	{arg1} <nsubj< {rel:postag=VBP} >dobj> {arg2}	0.0416	Tivoli Motel ;;; Tivoli_NNP_1_2; Motel_NNP_2_9	read ;;; read_VBP_6_21	a sign ;;; a_DT_7_26; sign_NN_8_28	0.04160	as_we whoosh through_16_19	None
1		nn(Motel_NNP_2_9, Tivoli_NNP_1_2); punct(read_VBP_6_21, "_``_0_0); nsubj(read_VBP_6_21, Motel_NNP_2_9); punct(read_VBP_6_21, ,_,_3_15); punct(read_VBP_6_21, "_''_4_17); nsubj(read_VBP_6_21, I_PRP_5_19); dobj(read_VBP_6_21, sign_NN_8_28); prep(read_VBP_6_21, in_IN_9_33); advcl(read_VBP_6_21, whoosh_VBP_18_78); punct(read_VBP_6_21, ._._20_93); det(sign_NN_8_28, a_DT_7_26); pobj(in_IN_9_33, pronunciation_NN_12_46); det(pronunciation_NN_12_46, the_DT_10_36); amod(pronunciation_NN_12_46, usual_JJ_11_40); prep(pronunciation_NN_12_46, of_IN_13_60); pobj(of_IN_13_60, name_NN_15_67); det(name_NN_15_67, the_DT_14_63); mark(whoosh_VBP_18_78, as_IN_16_72); nsubj(whoosh_VBP_18_78, we_PRP_17_75); prt(whoosh_VBP_18_78, through_IN_19_85)	Template	{rel} {prep}	{arg1} <nsubj< {rel:postag=VBP} >{prep:regex=prep_(.*)}> {arg2}	0.0307	I ;;; I_PRP_5_19	read a sign in ;;; read_VBP_6_21; a_DT_7_26; sign_NN_8_28	the usual pronunciation of the name ;;; the_DT_10_36; usual_JJ_11_40; pronunciation_NN_12_46; of_IN_13_60; the_DT_14_63; name_NN_15_67	0.03070	as_we whoosh through_16_19	None
0		nn(Motel_NNP_2_9, Tivoli_NNP_1_2); punct(read_VBP_6_21, "_``_0_0); nsubj(read_VBP_6_21, Motel_NNP_2_9); punct(read_VBP_6_21, ,_,_3_15); punct(read_VBP_6_21, "_''_4_17); nsubj(read_VBP_6_21, I_PRP_5_19); dobj(read_VBP_6_21, sign_NN_8_28); prep(read_VBP_6_21, in_IN_9_33); advcl(read_VBP_6_21, whoosh_VBP_18_78); punct(read_VBP_6_21, ._._20_93); det(sign_NN_8_28, a_DT_7_26); pobj(in_IN_9_33, pronunciation_NN_12_46); det(pronunciation_NN_12_46, the_DT_10_36); amod(pronunciation_NN_12_46, usual_JJ_11_40); prep(pronunciation_NN_12_46, of_IN_13_60); pobj(of_IN_13_60, name_NN_15_67); det(name_NN_15_67, the_DT_14_63); mark(whoosh_VBP_18_78, as_IN_16_72); nsubj(whoosh_VBP_18_78, we_PRP_17_75); prt(whoosh_VBP_18_78, through_IN_19_85)	Template	{rel} {prep}	{arg1} <nsubj< {rel:postag=VBP} >{prep:regex=prep_(.*)}> {arg2}	0.0307	Tivoli Motel ;;; Tivoli_NNP_1_2; Motel_NNP_2_9	read a sign in ;;; read_VBP_6_21; a_DT_7_26; sign_NN_8_28	the usual pronunciation of the name ;;; the_DT_10_36; usual_JJ_11_40; pronunciation_NN_12_46; of_IN_13_60; the_DT_14_63; name_NN_15_67	0.03070	as_we whoosh through_16_19	None
1		number($_$_0_0, 100_CD_1_2); number($_$_0_0, million_CD_2_6); num(issue_NN_3_14, $_$_0_0); prep(issue_NN_3_14, of_IN_4_20); pobj(of_IN_4_20, obligations_NNS_7_47); amod(obligations_NNS_7_47, collateralized_JJ_5_23); nn(obligations_NNS_7_47, mortgage_NN_6_38); nsubjpass(offered_VBN_10_68, issue_NN_3_14); aux(offered_VBN_10_68, is_VBZ_8_59); auxpass(offered_VBN_10_68, being_VBG_9_62); prep(offered_VBN_10_68, in_IN_11_76); prep(offered_VBN_10_68, by_IN_14_92); punct(offered_VBN_10_68, ._._19_118); pobj(in_IN_11_76, classes_NNS_13_84); num(classes_NNS_13_84, four_CD_12_79); pobj(by_IN_14_92, group_NN_18_112); det(group_NN_18_112, a_DT_15_95); nn(group_NN_18_112, Morgan_NNP_16_97); nn(group_NN_18_112, Stanley_NNP_17_104)	Template	be {rel} {prep}	{arg1} <nsubjpass< {rel:postag=VBN} >{prep:regex=prep_(.*)}> {arg2}	1.0	$ 100 million issue of collateralized mortgage obligations ;;; $_$_0_0; 100_CD_1_2; million_CD_2_6; issue_NN_3_14; of_IN_4_20; collateralized_JJ_5_23; mortgage_NN_6_38; obligations_NN_7_47	is being offered by ;;; is_VBZ_8_59; being_VBG_9_62; offered_VBN_10_68	a Morgan Stanley group ;;; a_DT_15_95; Morgan_NNP_16_97; Stanley_NNP_17_104; group_NN_18_112	1.00000	None	None
